"Dataset Name","Observation Date","Series Key","Series Display Name","Observation Value","Unit","Observation Status","Observation Status Comment","Sequence No.","Series name"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.CCI_P4","............. - Business (agriculture)","42.43479","Diffusion Index","Normal","","120","Consumer Confidence Index - Profession - business (agriculture)"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.CCI_Y1","....... By Income Group - less than Rs 50,000","39.24196","Diffusion Index","Normal","","130","Consumer Confidence Index - Income - less than Rs 50,000"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.CCI_Y2","............. - From Rs 50,000 to Rs 100,000","42.28918","Diffusion Index","Normal","","140","Consumer Confidence Index - Income - Rs 50,000 to Rs 100,000"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.CCI_Y3","............. - More than Rs 100,000","43.52181","Diffusion Index","Normal","","150","Consumer Confidence Index - Income - more than Rs 100,000"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.CEC","II Current Economic Conditions Index","40.206127","Diffusion Index","Normal","","160","Current Economic Conditions Index"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.CEC_R","....... By Area - Rural","41.00478","Diffusion Index","Normal","","170","Current Economic Conditions - Rural"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.CEC_U","............. - Urban","39.96863","Diffusion Index","Normal","","180","Current Economic Conditions- Urban"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.CEC_M","....... By Gender - Male","42.55119","Diffusion Index","Normal","","190","Current Economic Conditions - Male"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.CEC_F","............. - Female","37.74899","Diffusion Index","Normal","","200","Current Economic Conditions - Female"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.CEC_E1","....... By Education Level - below Matriculation","36.07602","Diffusion Index","Normal","","210","Current Economic Conditions - Education below Matriculation"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.CEC_E2","............. - Matric or Intermediate","40.67253","Diffusion Index","Normal","","220","Current Economic Conditions - Education Matric or Intermediate"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.CEC_E3","............. - Graduate or higher","40.7482","Diffusion Index","Normal","","230","Current Economic Conditions - Education Graduate or higher"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.CEC_P1","....... By Profession - Employee","40.61013","Diffusion Index","Normal","","240","Current Economic Conditions Index - Profession - employee"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.CEC_P2","............. - Business (services)","33.96627","Diffusion Index","Normal","","250","Current Economic Conditions Index - Profession - business (services)"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.CEC_P3","............. - Business (industry)","47.05291","Diffusion Index","Normal","","260","Current Economic Conditions Index - Profession - business (industry)"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.CEC_P4","............. - Business (agriculture)","43.77185","Diffusion Index","Normal","","270","Current Economic Conditions Index - Profession - business (agriculture)"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.CEC_Y1","....... By Income Group - less than Rs 50,000","38.57087","Diffusion Index","Normal","","280","Current Economic Conditions Index - Income - less than Rs 50,000"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.CEC_Y2","............. - From Rs 50,000 to Rs 100,000","42.21532","Diffusion Index","Normal","","290","Current Economic Conditions Index - Income - Rs 50,000 to Rs 100,000"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.CEC_Y3","............. - More than Rs 100,000","43.62957","Diffusion Index","Normal","","300","Current Economic Conditions Index - Income - more than Rs 100,000"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.EEC","III Expected Economic Conditions Index","40.318718","Diffusion Index","Normal","","310","Expected Economic Conditions Index"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.EEC_R","....... By Area - Rural","40.42257","Diffusion Index","Normal","","320","Expected Economic Conditions - Rural"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.EEC_U","............. - Urban","40.29015","Diffusion Index","Normal","","330","Expected Economic Conditions - Urban"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.EEC_M","....... By Gender - Male","41.72466","Diffusion Index","Normal","","340","Expected Economic Conditions - Male"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.EEC_F","............. - Female","38.21853","Diffusion Index","Normal","","350","Expected Economic Conditions - Female"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.EEC_E1","....... By Education Level - below Matriculation","37.37769","Diffusion Index","Normal","","360","Expected Economic Conditions - Education below Matriculation"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.EEC_E2","............. - Matric or Intermediate","40.80541","Diffusion Index","Normal","","370","Expected Economic Conditions - Education Matric or Intermediate"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.EEC_E3","............. - Graduate or higher","40.77164","Diffusion Index","Normal","","380","Expected Economic Conditions - Education Graduate or higher"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.EEC_P1","....... By Profession - Employee","41.33305","Diffusion Index","Normal","","390","Expected Economic Conditions Index - Profession - employee"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.EEC_P2","............. - Business (services)","37.21545","Diffusion Index","Normal","","400","Expected Economic Conditions Index - Profession - business (services)"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.EEC_P3","............. - Business (industry)","44.82159","Diffusion Index","Normal","","410","Expected Economic Conditions Index - Profession - business (industry)"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.EEC_P4","............. - Business (agriculture)","41.09774","Diffusion Index","Normal","","420","Expected Economic Conditions Index - Profession - business (agriculture)"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.EEC_Y1","....... By Income Group - less than Rs 50,000","39.91305","Diffusion Index","Normal","","430","Expected Economic Conditions Index - Income - less than Rs 50,000"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.EEC_Y2","............. From Rs 50,000 to Rs 100,000","42.36304","Diffusion Index","Normal","","440","Expected Economic Conditions Index - Income - Rs 50,000 to Rs 100,000"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.EEC_Y3","............. - more than Rs 100,000","43.41405","Diffusion Index","Normal","","450","Expected Economic Conditions Index - Income - more than Rs 100,000"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.IE","IV Consumer Inflation Expectations","67.706429","Diffusion Index","Normal","","460","Consumer Inflation Expectations"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.IE_R","....... By Area - Rural","67.71849","Diffusion Index","Normal","","470","Consumer Inflation Expectations - Rural"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.IE_U","............. - Urban","67.70286","Diffusion Index","Normal","","480","Consumer Inflation Expectations - Urban"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.IE_M","....... By Gender - Male","66.55554","Diffusion Index","Normal","","490","Consumer Inflation Expectations - Male"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.IE_F","............. - Female","70.55721","Diffusion Index","Normal","","500","Consumer Inflation Expectations - Female"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.IE_E1","....... By Education Level - below Matriculation","68.23486","Diffusion Index","Normal","","510","Consumer Inflation Expectations - Education below Matriculation"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.IE_E2","............. - Matric or Intermediate","66.79666","Diffusion Index","Normal","","520","Consumer Inflation Expectations - Education Matric or Intermediate"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.IE_E3","............. - Graduate or higher","67.50968","Diffusion Index","Normal","","530","Consumer Inflation Expectations - Education Graduate or higher"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.IE_P1","....... By Profession - Employee","67.31019","Diffusion Index","Normal","","540","Consumer Inflation Expectations - Profession - employee"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.IE_P2","............. - Business (services)","72.44463","Diffusion Index","Normal","","550","Consumer Inflation Expectations - Profession - business (services)"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.IE_P3","............. - Business (industry)","63.30307","Diffusion Index","Normal","","560","Consumer Inflation Expectations - Profession - business (industry)"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.IE_P4","............. - Business (agriculture)","64.42934","Diffusion Index","Normal","","570","Consumer Inflation Expectations - Profession - business (agriculture)"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.IE_Y1","....... By Income Group - less than Rs 50,000","73.26255","Diffusion Index","Normal","","580","Consumer Inflation Expectations - Income - less than Rs 50,000"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.IE_Y2","............. - From Rs 50,000 to Rs 100,000","65.97939","Diffusion Index","Normal","","590","Consumer Inflation Expectations - Income - Rs 50,000 to Rs 100,000"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.IE_Y3","............. - More than Rs 100,000","67.02097","Diffusion Index","Normal","","600","Consumer Inflation Expectations - Income - more than Rs 100,000"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A1_INDEX","Q1 Household current financial position compared to last six months","43.80772","Diffusion Index","Normal","","610","Household current financial position compared to last six months"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A1_PERC_POS","......i Share of Positive Responses","15.784435","Percent","Normal","","620","Q1 Share of Positive Responses"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A1_PERC_NEG","......ii Share of Negative Responses","28.168999","Percent","Normal","","630","Q1 Share of Negative Responses"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A2_INDEX","Q2 Household financial position in next six months compared to today","46.287426","Diffusion Index","Normal","","640","Household financial position in next six months compared to today"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A2_PERC_POS","......i Share of Positive Responses","15.347677","Percent","Normal","","650","Q2 Share of Positive Responses"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A2_PERC_NEG","......ii Share of Negative Responses","22.772825","Percent","Normal","","660","Q2 Share of Negative Responses"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A3_INDEX","Q3 Current general economic conditions compared to last six months","39.79245","Diffusion Index","Normal","","670","Current general economic conditions compared to last six months"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A3_PERC_POS","......i Share of Positive Responses","12.613881","Percent","Normal","","680","Q3 Share of Positive Responses"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A3_PERC_NEG","......ii Share of Negative Responses","33.028984","Percent","Normal","","690","Q3 Share of Negative Responses"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A4_INDEX","Q4 General Economic conditions over next six months compared to today","43.767441","Diffusion Index","Normal","","700","General Economic conditions over next six months compared to today"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A4_PERC_POS","......i Share of Positive Responses","14.953201","Percent","Normal","","710","Q4 Share of Positive Responses"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A4_PERC_NEG","......ii Share of Negative Responses","27.418322","Percent","Normal","","720","Q4 Share of Negative Responses"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A5_INDEX","Q5 Prices of daily use items in next six months","67.706429","Diffusion Index","Normal","","730","Prices of daily use items in next six months"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A5_PERC_POS","......i Share of Positive Responses","5.9365211","Percent","Normal","","740","Q5 Share of Positive Responses"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A5_PERC_NEG","......ii Share of Negative Responses","41.34938","Percent","Normal","","750","Q5 Share of Negative Responses"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A6_MEAN","Q6 Price of item in six months that costs Rs 100 today (mean)","164.9516","PKR","Normal","","760","Price of item in six months that costs Rs 100 today (mean)"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A6_TMEAN1","i Price of item in six months that costs Rs 100 today (tmean1= 1% trimming at both ends)","155.28784","PKR","Normal","","770","Price of item in six months that costs Rs 100 today (tmean1= 1% trimming at both ends)"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A6_TMEAN5","ii Price of item in six months that costs Rs 100 today (tmean5= 5% trimming at both ends)","142.38002","PKR","Normal","","780","Price of item in six months that costs Rs 100 today (tmean5= 5% trimming at both ends)"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A6_TMEAN10","iii Price of item in six months that costs Rs 100 today (tmean10= 10% trimming at both ends)","136.97118","PKR","Normal","","790","Price of item in six months that costs Rs 100 today (tmean10= 10% trimming at both ends)"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A7_INDEX","Q7 Current Food prices compared to last six months","67.561996","Diffusion Index","Normal","","800","Current Food prices compared to last six months"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A7_PERC_POS","......i Share of Positive Responses","5.8220778","Percent","Normal","","810","Q7 Share of Positive Responses"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A7_PERC_NEG","......ii Share of Negative Responses","40.946068","Percent","Normal","","820","Q7 Share of Negative Responses"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A8_INDEX","Q8 Food prices in next six months compared to today","66.859215","Diffusion Index","Normal","","830","Food prices in next six months compared to today"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A8_PERC_POS","......i Share of Positive Responses","6.4799466","Percent","Normal","","840","Q8 Share of Positive Responses"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A8_PERC_NEG","......ii Share of Negative Responses","40.198376","Percent","Normal","","850","Q8 Share of Negative Responses"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A9_INDEX","Q9 Current energy prices compared to last six months","70.669907","Diffusion Index","Normal","","860","Current energy prices compared to last six months"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A9_PERC_POS","......i Share of Positive Responses","4.14606","Percent","Normal","","870","Q9 Share of Positive Responses"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A9_PERC_NEG","......ii Share of Negative Responses","45.485863","Percent","Normal","","880","Q9 Share of Negative Responses"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A10_INDEX","Q10 Energy prices in next six months compared to today","68.419838","Diffusion Index","Normal","","890","Energy prices in next six months compared to today"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A10_PERC_POS","......i Share of Positive Responses","5.3012724","Percent","Normal","","900","Q10 Share of Positive Responses"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A10_PERC_NEG","......ii Share of Negative Responses","42.140942","Percent","Normal","","910","Q10 Share of Negative Responses"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A11_INDEX","Q11 Current Non-Food and non-energy prices compared to last six months","69.597748","Diffusion Index","Normal","","920","Current Non-Food and non-energy prices compared to last six months"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A11_PERC_POS","......i Share of Positive Responses","4.2485013","Percent","Normal","","930","Q11 Share of Positive Responses"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A11_PERC_NEG","......ii Share of Negative Responses","43.443993","Percent","Normal","","940","Q11 Share of Negative Responses"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A12_INDEX","Q12 Non-food and non-energy prices in next six months compared to today","68.194534","Diffusion Index","Normal","","950","Non-food and non-energy prices in next six months compared to today"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A12_PERC_POS","......i Share of Positive Responses","5.7246633","Percent","Normal","","960","Q12 Share of Positive Responses"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A12_PERC_NEG","......ii Share of Negative Responses","42.113731","Percent","Normal","","970","Q12 Share of Negative Responses"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A13_INDEX","Q13 Household income in the next year compared to previous year","54.519417","Diffusion Index","Normal","","980","Household income in the next year compared to previous year"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A13_PERC_POS","......i Share of Positive Responses","17.634632","Percent","Normal","","990","Q13 Share of Positive Responses"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A13_PERC_NEG","......ii Share of Negative Responses","8.5957956","Percent","Normal","","1000","Q13 Share of Negative Responses"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A14_INDEX","Q14 Current time to purchase durable household items compared to previous six months","37.018215","Diffusion Index","Normal","","1010","Current time to purchase durable household items compared to previous six months"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A14_PERC_POS","......i Share of Positive Responses","8.9386787","Percent","Normal","","1020","Q14 Share of Positive Responses"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A14_PERC_NEG","......ii Share of Negative Responses","34.902245","Percent","Normal","","1030","Q14 Share of Negative Responses"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A15_INDEX","Q15 Next six months for purchasing durable household items","35.530476","Diffusion Index","Normal","","1040","Next six months for purchasing durable household items"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A15_PERC_POS","......i Share of Positive Responses","7.6360812","Percent","Normal","","1050","Q15 Share of Positive Responses"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A15_PERC_NEG","......ii Share of Negative Responses","36.575134","Percent","Normal","","1060","Q15 Share of Negative Responses"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A16_INDEX","Q16 Next six months for purchasing automobile (car/motorcycle)","35.824791","Diffusion Index","Normal","","1070","Next six months for purchasing automobile (car/motorcycle)"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A16_PERC_POS","......i Share of Positive Responses","7.7742076","Percent","Normal","","1080","Q16 Share of Positive Responses"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A16_PERC_NEG","......ii Share of Negative Responses","36.124626","Percent","Normal","","1090","Q16 Share of Negative Responses"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A17_INDEX","Q17 Current times for purchase or construction of a new house","36.150642","Diffusion Index","Normal","","1100","Current times for purchase or construction of a new house"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A17_PERC_POS","......i Share of Positive Responses","8.2887077","Percent","Normal","","1110","Q17 Share of Positive Responses"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A17_PERC_NEG","......ii Share of Negative Responses","35.987423","Percent","Normal","","1120","Q17 Share of Negative Responses"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A19_INDEX","Q19 Unemployment in the next six months compared to today","69.098717","Diffusion Index","Normal","","1130","Unemployment in the next six months compared to today"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A19_PERC_POS","......i Share of Positive Responses","5.3386836","Percent","Normal","","1140","Q19 Share of Positive Responses"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A19_PERC_NEG","......ii Share of Negative Responses","43.536118","Percent","Normal","","1150","Q19 Share of Negative Responses"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A20_INDEX","Q20 Interest rates in the next six months compared to today","53.981796","Diffusion Index","Normal","","1160","Interest rates in the next six months compared to today"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A20_PERC_POS","......i Share of Positive Responses","18.769821","Percent","Normal","","1170","Q20 Share of Positive Responses"
"Consumer Confidence Survey – Indices","01-Feb-2025","TS_GP_RL_CCSIND_M.A20_PERC_NEG","......ii Share of Negative Responses","26.733414","Percent","Normal","","1180","Q20 Share of Negative Responses"
"Consumer Confidence Survey – Indices","01-Jan-2025","TS_GP_RL_CCSIND_M.CCI",". Consumer Confidence Index","37.984169","Diffusion Index","Normal","","10","Consumer Confidence Index"
"Consumer Confidence Survey – Indices","01-Jan-2025","TS_GP_RL_CCSIND_M.CCI_R","....... By Area - Rural","38.38704","Diffusion Index","Normal","","20","Consumer Confidence Index - Rural"
"Consumer Confidence Survey – Indices","01-Jan-2025","TS_GP_RL_CCSIND_M.CCI_U","............. - Urban","37.87162","Diffusion Index","Normal","","30","Consumer Confidence Index - Urban"
"Consumer Confidence Survey – Indices","01-Jan-2025","TS_GP_RL_CCSIND_M.CCI_M","....... By Gender - Male","39.80365","Diffusion Index","Normal","","40","Consumer Confidence Index - Male"
"Consumer Confidence Survey – Indices","01-Jan-2025","TS_GP_RL_CCSIND_M.CCI_F","............. - Female","34.18748","Diffusion Index","Normal","","50","Consumer Confidence Index - Female"
"Consumer Confidence Survey – Indices","01-Jan-2025","TS_GP_RL_CCSIND_M.CCI_E1","....... By Education Level - below Matriculation","31.34488","Diffusion Index","Normal","","60","Consumer Confidence Index - Education below Matriculation"
"Consumer Confidence Survey – Indices","01-Jan-2025","TS_GP_RL_CCSIND_M.CCI_E2","............. - Matric or Intermediate","39.85506","Diffusion Index","Normal","","70","Consumer Confidence Index - Education Matric or Intermediate"
"Consumer Confidence Survey – Indices","01-Jan-2025","TS_GP_RL_CCSIND_M.CCI_E3","............. - Graduate or higher","38.42226","Diffusion Index","Normal","","80","Consumer Confidence Index - Education Graduate or higher"
"Consumer Confidence Survey – Indices","01-Jan-2025","TS_GP_RL_CCSIND_M.CCI_P1","....... By Profession - Employee","38.83203","Diffusion Index","Normal","","90","Consumer Confidence Index - Profession - employee"
"Consumer Confidence Survey – Indices","01-Jan-2025","TS_GP_RL_CCSIND_M.CCI_P2","............. - Business (services)","42.54648","Diffusion Index","Normal","","100","Consumer Confidence Index - Profession - business (services)"
"Consumer Confidence Survey – Indices","01-Jan-2025","TS_GP_RL_CCSIND_M.CCI_P3","............. - Business (industry)","43.07528","Diffusion Index","Normal","","110","Consumer Confidence Index - Profession - business (industry)"
"Consumer Confidence Survey – Indices","01-Jan-2025","TS_GP_RL_CCSIND_M.CCI_P4","............. - Business (agriculture)","41.89424","Diffusion Index","Normal","","120","Consumer Confidence Index - Profession - business (agriculture)"
"Consumer Confidence Survey – Indices","01-Jan-2025","TS_GP_RL_CCSIND_M.CCI_Y1","....... By Income Group - less than Rs 50,000","33.18333","Diffusion Index","Normal","","130","Consumer Confidence Index - Income - less than Rs 50,000"
"Consumer Confidence Survey – Indices","01-Jan-2025","TS_GP_RL_CCSIND_M.CCI_Y2","............. - From Rs 50,000 to Rs 100,000","37.34206","Diffusion Index","Normal","","140","Consumer Confidence Index - Income - Rs 50,000 to Rs 100,000"
"Consumer Confidence Survey – Indices","01-Jan-2025","TS_GP_RL_CCSIND_M.CCI_Y3","............. - More than Rs 100,000","45.80441","Diffusion Index","Normal","","150","Consumer Confidence Index - Income - more than Rs 100,000"
"Consumer Confidence Survey – Indices","01-Jan-2025","TS_GP_RL_CCSIND_M.CEC","II Current Economic Conditions Index","36.992569","Diffusion Index","Normal","","160","Current Economic Conditions Index"
